File_Name,Charge,Y_value,M,Vibration mode,Displacement,Chemicals_1,Chemicals_2,Chemicals_3,Chemicals_4,Chemicals_5,Chemicals_6,Chemicals_7
Ag6_0_01_10_-0.5.dat,0 ,247.90,01,10,-0.5,"['Ag', '-2.369014', '2.077455', '-0.000000']","['Ag', '2.983711', '1.016047', '-0.000000']","['Ag', '-0.611565', '-3.089604', '0.000000']","['Ag', '1.449338', '-0.837831', '0.000000']","['Ag', '-0.000000', '1.671606', '-0.000000']","['Ag', '-1.452470', '-0.837672', '0.000000']",
Ag6_0_01_10_-0.75.dat,0,290.24,01,10,-0.75,"['Ag', '-2.161280', '2.297759', '0.000000']","['Ag', '3.071022', '0.727544', '0.000000']","['Ag', '-0.904620', '-3.019824', '0.000000']","['Ag', '1.469846', '-0.850515', '0.000000']","['Ag', '0.000000', '1.694585', '0.000000']","['Ag', '-1.474968', '-0.849549', '0.000000']",
Ag6_0_01_10_-1.dat,0,377.80,01,10,-1,"['Ag', '-1.940098', '2.493740', '0.000000']","['Ag', '3.130762', '0.439509', '0.000000']","['Ag', '-1.183325', '-2.926457', '0.000000']","['Ag', '1.498136', '-0.867874', '0.000000']","['Ag', '0.000000', '1.726736', '0.000000']","['Ag', '-1.505475', '-0.865655', '0.000000']",
Ag6_0_01_10_0.3.dat,0 ,231.75,01,10,0.3,"['Ag', '-2.522416', '1.885152', '-0.000000']","['Ag', '-0.369579', '-3.126492', '-0.000000']","['Ag', '2.893728', '1.243788', '0.000000']","['Ag', '1.438762', '-0.831197', '0.000000']","['Ag', '-1.440495', '-0.831340', '-0.000000']","['Ag', '0.000000', '1.660089', '0.000000']",
Ag6_0_01_10_0.5.dat,0 ,247.90,01,10,0.5,"['Ag', '-2.369014', '2.077455', '-0.000000']","['Ag', '-0.611565', '-3.089604', '-0.000000']","['Ag', '2.983711', '1.016047', '0.000000']","['Ag', '1.449338', '-0.837831', '0.000000']","['Ag', '-1.452470', '-0.837672', '-0.000000']","['Ag', '0.000000', '1.671606', '0.000000']",
Ag6_0_01_10_0.75.dat,0,290.24,01,10,0.75,"['Ag', '-2.161280', '2.297759', '-0.000000']","['Ag', '-0.904620', '-3.019824', '0.000000']","['Ag', '3.071022', '0.727544', '0.000000']","['Ag', '1.469846', '-0.850515', '0.000000']","['Ag', '-1.474968', '-0.849549', '-0.000000']","['Ag', '0.000000', '1.694585', '-0.000000']",
Ag6_0_01_10_1.dat,0,377.80,01,10,1,"['Ag', '-1.940098', '2.493740', '-0.000000']","['Ag', '-1.183325', '-2.926457', '0.000000']","['Ag', '3.130762', '0.439509', '-0.000000']","['Ag', '1.498136', '-0.867874', '-0.000000']","['Ag', '-1.505475', '-0.865655', '0.000000']","['Ag', '0.000000', '1.726736', '-0.000000']",
Ag6_0_01_11_-0.3.dat,0 ,237.55,01,11,-0.3,"['Ag', '2.824389', '1.382647', '0.000000']","['Ag', '-2.537016', '1.648489', '-0.000000']","['Ag', '-0.172836', '-3.269038', '-0.000000']","['Ag', '-1.566337', '-0.569020', '-0.000000']","['Ag', '0.000000', '1.640618', '0.000000']","['Ag', '1.451800', '-0.833696', '0.000000']",
Ag6_0_01_11_-0.5.dat,0 ,268.65,01,11,-0.5,"['Ag', '2.883179', '1.250372', '0.000000']","['Ag', '-2.410465', '1.690166', '0.000000']","['Ag', '-0.297439', '-3.344190', '-0.000000']","['Ag', '-1.641458', '-0.389251', '-0.000000']","['Ag', '-0.000000', '1.634426', '0.000000']","['Ag', '1.466182', '-0.841523', '-0.000000']",
Ag6_0_01_11_-0.75.dat,0,364.61,01,11,-0.75,"['Ag', '2.948517', '1.080675', '0.000000']","['Ag', '-2.252760', '1.732756', '-0.000000']","['Ag', '-0.462888', '-3.431087', '0.000000']","['Ag', '-1.718886', '-0.157294', '-0.000000']","['Ag', '-0.000000', '1.630213', '-0.000000']","['Ag', '1.486016', '-0.855264', '0.000000']",
Ag6_0_01_11_0.3.dat,0 ,237.75,01,11,0.3,"['Ag', '2.835536', '1.375752', '0.000000']","['Ag', '-0.184861', '-3.265274', '-0.000000']","['Ag', '-2.528926', '1.655229', '-0.000000']","['Ag', '-1.567449', '-0.563020', '-0.000000']","['Ag', '1.445699', '-0.843750', '0.000000']","['Ag', '-0.000000', '1.641064', '0.000000']",
Ag6_0_01_11_0.5.dat,0 ,269.72,01,11,0.5,"['Ag', '2.901160', '1.238095', '0.000000']","['Ag', '-0.317697', '-3.337131', '-0.000000']","['Ag', '-2.396882', '1.700484', '0.000000']","['Ag', '-1.642206', '-0.378873', '-0.000000']","['Ag', '1.455625', '-0.858132', '-0.000000']","['Ag', '-0.000000', '1.635557', '0.000000']",
Ag6_0_01_11_0.75.dat,0,369.62,01,11,0.75,"['Ag', '2.974248', '1.060964', '0.000000']","['Ag', '-0.493471', '-3.418978', '0.000000']","['Ag', '-2.232370', '1.746442', '0.000000']","['Ag', '-1.717873', '-0.141242', '0.000000']","['Ag', '1.469467', '-0.879825', '0.000000']","['Ag', '0.000000', '1.632640', '0.000000']",
Ag6_0_01_4_-0.3.dat,0 ,225.86,01,4,-0.3,"['Ag', '2.702316', '1.629393', '0.000000']","['Ag', '-0.076822', '-3.086419', '0.000000']","['Ag', '-2.724915', '1.683317', '0.000000']","['Ag', '-1.483342', '-0.780493', '0.000000']","['Ag', '1.582763', '-0.909854', '0.000000']","['Ag', '0.000000', '1.464056', '0.000000']",
Ag6_0_01_4_-0.5.dat,0 ,229.12,01,4,-0.5,"['Ag', '2.690626', '1.661516', '0.000000']","['Ag', '-0.133151', '-3.044333', '0.000000']","['Ag', '-2.719315', '1.761640', '0.000000']","['Ag', '-1.517925', '-0.745713', '0.000000']","['Ag', '1.679766', '-0.970330', '0.000000']","['Ag', '0.000000', '1.337219', '0.000000']",
Ag6_0_01_4_-0.75.dat,0,236.47,01,4,-0.75,"['Ag', '2.682582', '1.693958', '0.000000']","['Ag', '-0.211596', '-2.989928', '0.000000']","['Ag', '-2.704707', '1.867984', '0.000000']","['Ag', '-1.562526', '-0.696539', '0.000000']","['Ag', '1.796247', '-1.054390', '0.000000']","['Ag', '0.000000', '1.178915', '0.000000']",
Ag6_0_01_4_-1.dat,0,248.97,01,4,-1,"['Ag', '2.684703', '1.713888', '0.000000']","['Ag', '-0.302747', '-2.932363', '0.000000']","['Ag', '-2.677678', '1.987467', '0.000000']","['Ag', '-1.609096', '-0.638250', '0.000000']","['Ag', '1.904818', '-1.151742', '0.000000']","['Ag', '0.000000', '1.021000', '0.000000']",
Ag6_0_01_4_0.3.dat,0 ,226.09,01,4,0.3,"['Ag', '2.700193', '1.609609', '0.000000']","['Ag', '-2.730482', '1.686007', '0.000000']","['Ag', '-0.109946', '-3.092082', '-0.000000']","['Ag', '-1.450614', '-0.752469', '-0.000000']","['Ag', '-0.000000', '1.483859', '0.000000']","['Ag', '1.590850', '-0.934924', '-0.000000']",
Ag6_0_01_4_0.5.dat,0 ,230.28,01,4,0.5,"['Ag', '2.687952', '1.627606', '-0.000000']","['Ag', '-2.727312', '1.767647', '0.000000']","['Ag', '-0.189553', '-3.052763', '-0.000000']","['Ag', '-1.462925', '-0.698856', '0.000000']","['Ag', '-0.000000', '1.370375', '0.000000']","['Ag', '1.691837', '-1.014009', '-0.000000']",
Ag6_0_01_4_0.75.dat,0,240.92,01,4,0.75,"['Ag', '2.680162', '1.641218', '0.000000']","['Ag', '-2.714001', '1.879977', '0.000000']","['Ag', '-0.298504', '-3.000260', '0.000000']","['Ag', '-1.478892', '-0.626163', '0.000000']","['Ag', '-0.000000', '1.228984', '0.000000']","['Ag', '1.811235', '-1.123757', '0.000000']",
Ag6_0_01_4_1.dat,0,261.60,01,4,1,"['Ag', '2.683300', '1.641068', '-0.000000']","['Ag', '-2.686079', '2.007390', '0.000000']","['Ag', '-0.421546', '-2.942238', '-0.000000']","['Ag', '-1.495458', '-0.544871', '0.000000']","['Ag', '-0.000000', '1.088297', '0.000000']","['Ag', '1.919784', '-1.249647', '-0.000000']",
Ag6_0_01_6_-0.3.dat,0 ,226.55,01,6,-0.3,"['Ag', '-0.007380', '-3.006574', '-0.000000']","['Ag', '2.864954', '1.506354', '0.000000']","['Ag', '-2.866217', '1.435671', '-0.000000']","['Ag', '0.000000', '1.628069', '0.000000']","['Ag', '1.479143', '-0.767607', '0.000000']","['Ag', '-1.470500', '-0.795913', '-0.000000']",
Ag6_0_01_6_-0.5.dat,0 ,230.45,01,6,-0.5,"['Ag', '-0.012874', '-2.912400', '-0.000000']","['Ag', '2.957744', '1.462439', '0.000000']","['Ag', '-2.958868', '1.342325', '-0.000000']","['Ag', '0.000000', '1.610447', '0.000000']","['Ag', '1.509718', '-0.727408', '0.000000']","['Ag', '-1.495720', '-0.775404', '-0.000000']",
Ag6_0_01_6_-0.75.dat,0,237.37,01,6,-0.75,"['Ag', '-0.020414', '-2.794806', '0.000000']","['Ag', '3.074088', '1.408928', '0.000000']","['Ag', '-3.073888', '1.224325', '0.000000']","['Ag', '0.000000', '1.588454', '0.000000']","['Ag', '1.547617', '-0.676668', '0.000000']","['Ag', '-1.527403', '-0.750232', '0.000000']",
Ag6_0_01_6_-1.dat,0,246.16,01,6,-1,"['Ag', '-0.028731', '-2.677361', '0.000000']","['Ag', '3.190834', '1.357016', '0.000000']","['Ag', '-3.187980', '1.104809', '0.000000']","['Ag', '0.000000', '1.566498', '0.000000']","['Ag', '1.585144', '-0.625363', '0.000000']","['Ag', '-1.559267', '-0.725600', '0.000000']",
Ag6_0_01_6_0.3.dat,0 ,227.16,01,6,0.3,"['Ag', '2.804449', '1.719408', '-0.000000']","['Ag', '-0.042566', '-3.065605', '0.000000']","['Ag', '-2.811863', '1.304446', '-0.000000']","['Ag', '-1.431446', '-0.881449', '0.000000']","['Ag', '1.481426', '-0.715650', '0.000000']","['Ag', '-0.000000', '1.638851', '-0.000000']",
Ag6_0_01_6_0.5.dat,0 ,233.32,01,6,0.5,"['Ag', '2.852181', '1.821236', '0.000000']","['Ag', '-0.072921', '-3.014322', '0.000000']","['Ag', '-2.860952', '1.121619', '0.000000']","['Ag', '-1.429038', '-0.918527', '0.000000']","['Ag', '1.510730', '-0.639444', '0.000000']","['Ag', '-0.000000', '1.629439', '0.000000']",
Ag6_0_01_6_0.75.dat,0,247.50,01,6,0.75,"['Ag', '2.906600', '1.953827', '-0.000000']","['Ag', '-0.113054', '-2.954494', '0.000000']","['Ag', '-2.912939', '0.889974', '0.000000']","['Ag', '-1.424341', '-0.965862', '0.000000']","['Ag', '1.543735', '-0.542326', '-0.000000']","['Ag', '0.000000', '1.618880', '0.000000']",
Ag6_0_01_6_1.dat,0,271.74,01,6,1,"['Ag', '2.954910', '2.092080', '0.000000']","['Ag', '-0.155568', '-2.899598', '-0.000000']","['Ag', '-2.954154', '0.655341', '-0.000000']","['Ag', '-1.417725', '-1.014188', '-0.000000']","['Ag', '1.572538', '-0.443322', '0.000000']","['Ag', '-0.000000', '1.609688', '0.000000']",
Ag6_0_01_8_-0.3.dat,0 ,230.06,01,8,-0.3,"['Ag', '0.000000', '0.000000', '3.282487']","['Ag', '-0.000000', '2.843237', '-1.640493']","['Ag', '-0.000000', '-2.843237', '-1.640493']","['Ag', '-0.000000', '-0.000000', '-1.547044']","['Ag', '-0.000000', '1.339877', '0.772772']","['Ag', '-0.000000', '-1.339877', '0.772772']",
Ag6_0_01_8_-0.5.dat,0 ,241.90,01,8,-0.5,"['Ag', '0.000000', '0.000000', '3.372154']","['Ag', '-0.000000', '2.921237', '-1.684827']","['Ag', '-0.000000', '-2.921237', '-1.684827']","['Ag', '-0.000000', '-0.000000', '-1.475378']","['Ag', '-0.000000', '1.277877', '0.736439']","['Ag', '-0.000000', '-1.277877', '0.736439']",
Ag6_0_01_8_-0.75.dat,0,270.23,01,8,-0.75,"['Ag', '0.000000', '0.000000', '3.484237']","['Ag', '-0.000000', '3.018737', '-1.740243']","['Ag', '-0.000000', '-3.018737', '-1.740243']","['Ag', '-0.000000', '-0.000000', '-1.385794']","['Ag', '-0.000000', '1.200377', '0.691022']","['Ag', '-0.000000', '-1.200377', '0.691022']",
Ag6_0_01_8_-1.dat,0,323.55,01,8,-1,"['Ag', '0.000000', '0.000000', '3.596320']","['Ag', '-0.000000', '3.116237', '-1.795660']","['Ag', '-0.000000', '-3.116237', '-1.795660']","['Ag', '-0.000000', '-0.000000', '-1.296211']","['Ag', '-0.000000', '1.122877', '0.645605']","['Ag', '-0.000000', '-1.122877', '0.645605']",
Ag6_0_01_8_0.3.dat,0 ,228.78,01,8,0.3,"['Ag', '-0.000000', '0.000000', '3.013487']","['Ag', '0.000000', '2.609237', '-1.507493']","['Ag', '-0.000000', '-2.609237', '-1.507493']","['Ag', '0.000000', '-0.000000', '-1.762044']","['Ag', '0.000000', '1.525877', '0.881772']","['Ag', '-0.000000', '-1.525877', '0.881772']",
Ag6_0_01_8_0.5.dat,0 ,236.77,01,8,0.5,"['Ag', '-0.000000', '0.000000', '2.923820']","['Ag', '0.000000', '2.531237', '-1.463160']","['Ag', '-0.000000', '-2.531237', '-1.463160']","['Ag', '0.000000', '-0.000000', '-1.833711']","['Ag', '0.000000', '1.587877', '0.918105']","['Ag', '-0.000000', '-1.587877', '0.918105']",
Ag6_0_01_8_0.75.dat,0,251.47,01,8,0.75,"['Ag', '-0.000000', '0.000000', '2.811737']","['Ag', '0.000000', '2.433737', '-1.407743']","['Ag', '-0.000000', '-2.433737', '-1.407743']","['Ag', '0.000000', '-0.000000', '-1.923294']","['Ag', '0.000000', '1.665377', '0.963522']","['Ag', '-0.000000', '-1.665377', '0.963522']",
Ag6_0_01_8_1.dat,0,270.02,01,8,1,"['Ag', '-0.000000', '0.000000', '2.699654']","['Ag', '0.000000', '2.336237', '-1.352327']","['Ag', '-0.000000', '-2.336237', '-1.352327']","['Ag', '0.000000', '-0.000000', '-2.012878']","['Ag', '0.000000', '1.742877', '1.008939']","['Ag', '-0.000000', '-1.742877', '1.008939']",
Ag6_0_01_eq.dat,0 ,224.13,01,1,0,"['Ag', '0.000000', '-3.147987', '0.000000']","['Ag', '-2.726237', '1.573993', '0.000000']","['Ag', '2.726237', '1.573993', '0.000000']","['Ag', '0.000000', '1.654544', '0.000000']","['Ag', '-1.432877', '-0.827272', '0.000000']","['Ag', '1.432877', '-0.827272', '0.000000']",
Ag6_0_02_11_-0.3.dat,0 ,239.34,02,11,-0.3,"['Ag', '2.540433', '-0.326481', '-0.154168']","['Ag', '0.434669', '-2.406152', '-0.207717']","['Ag', '-2.034567', '-1.108987', '-0.252980']","['Ag', '1.043837', '2.276427', '-0.181893']","['Ag', '-1.732849', '1.595571', '-0.241344']","['Ag', '-0.251523', '-0.030378', '1.038102']",
Ag6_0_02_11_-0.75.dat,0,332.00,02,11,-0.75,"['Ag', '2.683010', '-0.582814', '-0.063541']","['Ag', '0.198060', '-2.449823', '-0.210158']","['Ag', '-1.963160', '-0.851665', '-0.295790']","['Ag', '1.247405', '2.287826', '-0.142194']","['Ag', '-1.537788', '1.620480', '-0.280573']","['Ag', '-0.627527', '-0.024003', '0.992257']",
Ag6_0_02_11_0.3.dat,0 ,239.34,02,11,0.3,"['Ag', '2.230382', '-0.612005', '-0.255489']","['Ag', '0.131337', '-2.425499', '-0.213083']","['Ag', '-2.390483', '-0.903513', '-0.158718']","['Ag', '1.326493', '1.962909', '-0.237034']","['Ag', '-1.551345', '1.984383', '-0.173760']","['Ag', '0.253616', '-0.006276', '1.038084']",
Ag6_0_02_11_0.5.dat,0 ,263.68,02,11,0.5,"['Ag', '2.149838', '-0.593177', '-0.279672']","['Ag', '0.139543', '-2.419933', '-0.216805']","['Ag', '-2.465518', '-0.928471', '-0.121921']","['Ag', '1.321261', '1.912185', '-0.253515']","['Ag', '-1.566368', '2.041449', '-0.150218']","['Ag', '0.421244', '-0.012054', '1.022132']",
Ag6_0_02_11_0.75.dat,0,336.08,02,11,0.75,"['Ag', '2.055545', '-0.549457', '-0.301266']","['Ag', '0.172862', '-2.411586', '-0.222529']","['Ag', '-2.549775', '-0.983059', '-0.074971']","['Ag', '1.297137', '1.861196', '-0.271524']","['Ag', '-1.604021', '2.097902', '-0.121856']","['Ag', '0.628251', '-0.014996', '0.992146']",
Ag6_0_02_1_-0.3.dat,0 ,229.15,02,1,-0.3,"['Ag', '-1.287973', '2.023851', '-0.279510']","['Ag', '1.556750', '1.855431', '-0.235993']","['Ag', '2.327054', '-0.922065', '-0.089722']","['Ag', '-2.439158', '-0.615059', '-0.065180']","['Ag', '-0.155368', '-2.340833', '-0.376842']","['Ag', '-0.001304', '-0.001326', '1.047248']",
Ag6_0_02_1_-0.5.dat,0 ,230.12,02,1,-0.5,"['Ag', '-1.279419', '1.999539', '-0.323757']","['Ag', '1.556048', '1.843560', '-0.250440']","['Ag', '2.369673', '-0.935102', '-0.010131']","['Ag', '-2.491020', '-0.625088', '0.029392']","['Ag', '-0.152848', '-2.279065', '-0.492303']","['Ag', '-0.002434', '-0.003844', '1.047240']",
Ag6_0_02_1_-0.75.dat,0,232.31,02,1,-0.75,"['Ag', '-1.268753', '1.970067', '-0.375635']","['Ag', '1.555064', '1.829597', '-0.264160']","['Ag', '2.422859', '-0.951821', '0.088358']","['Ag', '-2.556034', '-0.638878', '0.145075']","['Ag', '-0.148870', '-2.199798', '-0.640839']","['Ag', '-0.004267', '-0.009166', '1.047201']",
Ag6_0_02_1_-1.dat,0,235.79,02,1,-1,"['Ag', '-1.257745', '1.942374', '-0.422831']","['Ag', '1.554261', '1.816602', '-0.272185']","['Ag', '2.475684', '-0.970101', '0.185159']","['Ag', '-2.621491', '-0.654570', '0.257425']","['Ag', '-0.144147', '-2.116845', '-0.794652']","['Ag', '-0.006562', '-0.017460', '1.047085']",
Ag6_0_02_1_0.3.dat,0 ,229.15,02,1,0.3,"['Ag', '-2.101517', '-1.309108', '-0.135070']","['Ag', '-1.889932', '1.562846', '-0.176797']","['Ag', '0.887119', '2.197395', '-0.330606']","['Ag', '0.580839', '-2.284910', '-0.358015']","['Ag', '2.522351', '-0.166364', '-0.046760']","['Ag', '0.001140', '0.000140', '1.047248']",
Ag6_0_02_1_0.75.dat,0,232.33,02,1,0.75,"['Ag', '-2.158325', '-1.327350', '-0.017173']","['Ag', '-1.918451', '1.565443', '-0.117737']","['Ag', '0.855195', '2.102274', '-0.511458']","['Ag', '0.554726', '-2.167348', '-0.585841']","['Ag', '2.659766', '-0.171890', '0.184984']","['Ag', '0.007090', '-0.001130', '1.047225']",
Ag6_0_02_1_1.dat,0,235.80,02,1,1,"['Ag', '-2.189305', '-1.337605', '0.051384']","['Ag', '-1.934099', '1.567009', '-0.079163']","['Ag', '0.835510', '2.050367', '-0.611251']","['Ag', '0.537526', '-2.100889', '-0.715555']","['Ag', '2.737898', '-0.175849', '0.307413']","['Ag', '0.012470', '-0.003032', '1.047171']",
Ag6_0_02_3_-0.3.dat,0 ,229.78,02,3,-0.3,"['Ag', '1.455321', '2.055018', '-0.164602']","['Ag', '2.404430', '-0.747495', '-0.166657']","['Ag', '0.032513', '-2.516536', '-0.167264']","['Ag', '-1.507615', '2.017881', '-0.168747']","['Ag', '-2.384914', '-0.809504', '-0.163979']","['Ag', '0.000266', '0.000637', '0.831249']",
Ag6_0_02_3_-0.5.dat,0 ,231.31,02,3,-0.5,"['Ag', '1.312458', '2.212043', '-0.134776']","['Ag', '2.509708', '-0.562313', '-0.138279']","['Ag', '0.241512', '-2.558905', '-0.138856']","['Ag', '-1.702829', '1.929866', '-0.141233']","['Ag', '-2.361293', '-1.021586', '-0.134105']","['Ag', '0.000444', '0.000895', '0.687249']",
Ag6_0_02_3_-0.75.dat,0,233.85,02,3,-0.75,"['Ag', '1.241229', '2.329493', '-0.097464']","['Ag', '2.599491', '-0.457289', '-0.102798']","['Ag', '0.369569', '-2.611152', '-0.103370']","['Ag', '-1.838710', '1.897571', '-0.106832']","['Ag', '-2.372305', '-1.159786', '-0.096784']","['Ag', '0.000725', '0.001162', '0.507249']",
Ag6_0_02_3_-1.dat,0,237.29,02,3,-1,"['Ag', '1.214906', '2.419056', '-0.060127']","['Ag', '2.676613', '-0.403592', '-0.067305']","['Ag', '0.444885', '-2.667213', '-0.067901']","['Ag', '-1.934196', '1.899375', '-0.072429']","['Ag', '-2.403276', '-1.249002', '-0.059487']","['Ag', '0.001068', '0.001376', '0.327249']",
Ag6_0_02_3_0.3.dat,0 ,229.97,02,3,0.3,"['Ag', '-2.339389', '0.282132', '-0.253902']","['Ag', '-0.453683', '2.311818', '-0.251809']","['Ag', '2.059172', '1.144941', '-0.252676']","['Ag', '-0.992288', '-2.135140', '-0.251162']","['Ag', '1.725664', '-1.603704', '-0.253700']","['Ag', '0.000524', '-0.000046', '1.263249']",
Ag6_0_02_3_0.5.dat,0 ,233.00,02,3,0.5,"['Ag', '-2.246250', '0.505523', '-0.283576']","['Ag', '-0.211661', '2.292127', '-0.280223']","['Ag', '2.115764', '0.908258', '-0.281257']","['Ag', '-1.176763', '-1.975803', '-0.278548']","['Ag', '1.517831', '-1.730118', '-0.283645']","['Ag', '0.001079', '0.000013', '1.407249']",
Ag6_0_02_3_0.75.dat,0,240.24,02,3,0.75,"['Ag', '-2.151041', '0.607119', '-0.320559']","['Ag', '-0.084628', '2.232705', '-0.315792']","['Ag', '2.099190', '0.768473', '-0.317125']","['Ag', '-1.245002', '-1.851636', '-0.312661']","['Ag', '1.379496', '-1.756857', '-0.321111']","['Ag', '0.001985', '0.000195', '1.587248']",
Ag6_0_02_3_1.dat,0,252.50,02,3,1,"['Ag', '-2.069679', '0.644740', '-0.357353']","['Ag', '-0.022722', '2.166578', '-0.351468']","['Ag', '2.056110', '0.688453', '-0.353246']","['Ag', '-1.256760', '-1.760352', '-0.346553']","['Ag', '1.289802', '-1.739992', '-0.358626']","['Ag', '0.003249', '0.000573', '1.767247']",
Ag6_0_02_4_-0.5.dat,0 ,235.89,02,4,-0.5,"['Ag', '-1.592731', '1.765480', '-0.168774']","['Ag', '1.277431', '2.169896', '-0.242119']","['Ag', '2.418022', '-0.816201', '-0.270631']","['Ag', '-2.211294', '-0.697449', '-0.156790']","['Ag', '-0.191655', '-2.436435', '-0.196140']","['Ag', '0.300228', '0.014709', '1.034454']",
Ag6_0_02_4_-0.75.dat,0,247.56,02,4,-0.75,"['Ag', '-1.620121', '1.708337', '-0.146141']","['Ag', '1.263441', '2.230938', '-0.253422']","['Ag', '2.444021', '-0.918276', '-0.301152']","['Ag', '-2.178063', '-0.604512', '-0.136192']","['Ag', '-0.358304', '-2.429910', '-0.182096']","['Ag', '0.449026', '0.013424', '1.019003']",
Ag6_0_02_4_-1.dat,0,269.46,02,4,-1,"['Ag', '-1.666488', '1.636083', '-0.122995']","['Ag', '1.229450', '2.305869', '-0.260802']","['Ag', '2.477461', '-0.996524', '-0.330364']","['Ag', '-2.136830', '-0.534825', '-0.120559']","['Ag', '-0.499411', '-2.423111', '-0.163602']","['Ag', '0.595819', '0.012507', '0.998321']",
Ag6_0_02_4_0.3.dat,0 ,231.06,02,4,0.3,"['Ag', '-1.042967', '2.251100', '-0.228506']","['Ag', '1.753334', '1.631981', '-0.184509']","['Ag', '2.143641', '-1.006532', '-0.176807']","['Ag', '-2.465255', '-0.461991', '-0.246885']","['Ag', '-0.208949', '-2.435680', '-0.205882']","['Ag', '-0.179804', '0.021122', '1.042587']",
Ag6_0_02_4_0.5.dat,0 ,235.85,02,4,0.5,"['Ag', '-1.115939', '2.252106', '-0.238513']","['Ag', '1.693877', '1.658381', '-0.166762']","['Ag', '2.168667', '-0.833153', '-0.157272']","['Ag', '-2.474517', '-0.640898', '-0.272314']","['Ag', '0.028371', '-2.454187', '-0.199574']","['Ag', '-0.300458', '0.017752', '1.034435']",
Ag6_0_02_4_0.75.dat,0,247.44,02,4,0.75,"['Ag', '-1.092122', '2.312698', '-0.247488']","['Ag', '1.710043', '1.601617', '-0.143888']","['Ag', '2.146263', '-0.731909', '-0.136524']","['Ag', '-2.510866', '-0.736236', '-0.303976']","['Ag', '0.195956', '-2.463935', '-0.187097']","['Ag', '-0.449273', '0.017764', '1.018973']",
Ag6_0_02_4_1.dat,0,269.55,02,4,1,"['Ag', '-1.046127', '2.386422', '-0.252326']","['Ag', '1.745108', '1.527506', '-0.120978']","['Ag', '2.113874', '-0.654610', '-0.120476']","['Ag', '-2.553421', '-0.805837', '-0.334493']","['Ag', '0.336636', '-2.471825', '-0.170007']","['Ag', '-0.596069', '0.018343', '0.998280']",
Ag6_0_02_6_-0.3.dat,0 ,231.74,02,6,-0.3,"['Ag', '-1.066414', '-2.117141', '-0.164293']","['Ag', '-2.526292', '0.240906', '-0.275224']","['Ag', '-0.539165', '2.278523', '-0.149924']","['Ag', '1.911775', '-1.534788', '-0.215988']","['Ag', '2.220633', '1.131894', '-0.241820']","['Ag', '-0.000537', '0.000605', '1.047249']",
Ag6_0_02_6_-0.5.dat,0 ,237.66,02,6,-0.5,"['Ag', '-1.111838', '-2.046388', '-0.134293']","['Ag', '-2.595266', '0.226705', '-0.319224']","['Ag', '-0.565863', '2.207653', '-0.109924']","['Ag', '1.982255', '-1.467364', '-0.219988']","['Ag', '2.291666', '1.078267', '-0.263820']","['Ag', '-0.000952', '0.001127', '1.047249']",
Ag6_0_02_6_-0.75.dat,0,250.96,02,6,-0.75,"['Ag', '-1.169450', '-1.957568', '-0.096801']","['Ag', '-2.681204', '0.209829', '-0.375560']","['Ag', '-0.598266', '2.119253', '-0.060803']","['Ag', '2.069819', '-1.383881', '-0.223614']","['Ag', '2.381071', '1.010294', '-0.290470']","['Ag', '-0.001970', '0.002073', '1.047248']",
Ag6_0_02_6_-1.dat,0,274.13,02,6,-1,"['Ag', '-1.227375', '-1.868613', '-0.058640']","['Ag', '-2.767037', '0.193064', '-0.432183']","['Ag', '-0.630413', '2.030947', '-0.012597']","['Ag', '2.157194', '-1.300754', '-0.226525']","['Ag', '2.470667', '0.941872', '-0.317300']","['Ag', '-0.003036', '0.003484', '1.047244']",
Ag6_0_02_6_0.5.dat,0 ,237.61,02,6,0.5,"['Ag', '-2.404532', '0.874781', '-0.283753']","['Ag', '0.287388', '2.251387', '-0.102234']","['Ag', '2.559679', '0.442244', '-0.312217']","['Ag', '-1.796990', '-1.637155', '-0.196720']","['Ag', '1.355224', '-1.931441', '-0.152327']","['Ag', '-0.000768', '0.000184', '1.047250']",
Ag6_0_02_6_0.75.dat,0,250.56,02,6,0.75,"['Ag', '-2.493513', '0.816558', '-0.321090']","['Ag', '0.304246', '2.165282', '-0.050380']","['Ag', '2.647881', '0.409290', '-0.364094']","['Ag', '-1.880697', '-1.550021', '-0.188653']","['Ag', '1.423000', '-1.842270', '-0.123034']","['Ag', '-0.000917', '0.001162', '1.047251']",
Ag6_0_02_6_1.dat,0,272.38,02,6,1,"['Ag', '-2.582673', '0.757636', '-0.358618']","['Ag', '0.320849', '2.079367', '0.000023']","['Ag', '2.735945', '0.376183', '-0.416436']","['Ag', '-1.964182', '-1.463239', '-0.179463']","['Ag', '1.491062', '-1.752924', '-0.092757']","['Ag', '-0.001000', '0.002976', '1.047250']",
Ag6_0_02_8_-0.3.dat,0 ,232.68,02,8,-0.3,"['Ag', '2.214799', '-1.151898', '-0.238101']","['Ag', '-0.220723', '-2.312861', '-0.152673']","['Ag', '-2.514823', '-0.509500', '-0.268440']","['Ag', '1.585856', '1.883829', '-0.225173']","['Ag', '-1.066483', '2.089166', '-0.163360']","['Ag', '0.001374', '0.001264', '1.047747']",
